ID,race,age,engnat,gender,hand,source,country,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,O1,O2,O3,O4,O5,O6,O7,O8,O9,O10
18108,3,18,1,2,1,2,US,3,3,4,3,3,3,2,4,3,5,4,2,4,2,4,4,4,4,4,4,2,4,3,4,2,4,2,4,5,3,3,2,4,2,2,3,3,2,4,3,2,3,2,3,4,2,3,3,3,3
18109,3,30,1,2,1,2,US,1,4,2,5,2,4,1,5,1,5,2,3,5,2,2,2,3,2,3,3,2,4,4,2,4,2,4,3,3,4,4,3,5,2,3,2,5,1,5,4,5,1,5,1,5,1,5,5,5,5
18110,11,18,1,1,1,2,CA,1,3,3,4,3,4,3,1,1,5,4,3,5,2,2,4,2,2,3,5,5,4,1,5,2,5,2,4,5,5,4,2,4,3,3,3,4,1,2,4,4,2,4,2,3,3,4,4,5,3
18111,5,22,2,2,1,5,BE,2,1,5,1,5,2,5,3,4,2,3,4,4,3,4,3,3,2,3,3,1,5,1,5,2,4,1,4,5,4,4,3,5,2,5,2,5,3,4,4,4,3,3,3,4,3,3,3,4,3
18112,11,23,1,1,1,1,US,3,1,3,1,3,1,3,1,5,2,2,5,3,5,2,3,3,3,4,1,4,3,3,4,3,2,3,2,5,4,5,1,5,1,5,1,5,1,5,5,5,1,5,2,5,1,5,5,5,5
18113,13,51,1,1,1,1,GB,3,1,4,2,4,1,3,2,4,1,1,3,2,4,1,1,1,1,2,4,2,5,1,5,1,3,1,4,5,4,3,1,4,1,4,1,5,1,5,3,2,1,4,2,4,1,5,5,4,4
18114,3,33,1,2,1,1,US,4,2,5,2,4,1,4,2,5,2,4,2,4,2,3,3,4,3,4,3,3,4,2,3,2,4,2,4,2,4,5,1,5,1,5,5,5,3,3,4,2,2,5,3,4,1,4,2,4,4
18115,3,24,1,1,1,1,US,4,1,4,2,5,2,4,3,4,3,3,4,3,4,2,2,3,2,3,2,2,4,1,4,2,5,2,2,4,3,3,3,3,1,2,4,3,3,2,4,2,1,2,3,4,2,3,3,4,4
18116,3,19,1,2,1,2,US,4,1,2,1,5,1,5,1,5,5,3,2,5,2,5,4,5,5,5,4,1,5,4,5,1,5,1,3,5,5,3,5,3,4,1,5,3,3,3,2,3,1,5,2,3,1,3,2,5,4
18117,3,27,1,2,1,2,US,3,1,3,4,4,1,3,3,4,3,2,3,4,2,3,1,3,3,4,3,1,4,2,5,2,4,2,4,5,4,4,1,4,4,4,1,5,3,5,4,3,2,4,2,4,1,5,3,3,4
18118,3,26,1,1,1,3,US,2,3,3,4,2,2,2,3,2,4,4,2,5,2,4,3,2,2,2,4,2,3,2,4,3,4,2,2,3,3,2,5,4,4,1,5,4,5,4,4,5,2,5,2,3,1,3,4,3,3
18119,3,19,1,1,1,5,US,2,2,5,2,5,2,4,3,4,2,4,4,4,1,1,2,4,4,4,5,1,5,2,5,3,2,2,4,4,4,3,4,5,4,1,2,2,3,2,3,5,1,5,1,5,1,5,5,5,5
18120,3,21,1,2,1,1,US,1,5,1,5,1,5,1,5,1,5,5,1,5,2,2,4,4,3,4,3,3,1,3,3,3,4,4,3,2,4,4,4,4,3,3,4,5,1,3,5,4,1,5,1,5,1,4,4,5,5
18121,3,41,2,2,3,5,US,5,3,5,1,5,1,4,1,5,3,1,4,3,3,3,2,2,2,1,1,3,2,1,2,3,4,3,3,5,5,2,4,2,1,3,3,2,2,2,4,5,1,5,1,5,1,5,5,5,5
18122,3,41,2,1,1,1,SE,3,3,4,3,4,1,3,2,4,1,2,4,3,3,3,3,4,2,3,3,4,5,1,4,2,4,1,3,4,4,4,2,5,2,4,2,5,1,4,5,4,1,5,2,4,2,5,4,4,4
18123,3,53,1,1,1,5,US,3,2,5,1,5,1,5,4,4,4,1,4,2,5,1,1,1,1,1,1,1,5,1,4,5,5,1,5,4,5,5,1,5,1,5,1,5,1,5,5,4,1,5,1,5,1,5,1,5,5
18124,3,16,1,2,1,1,US,3,3,4,3,4,3,5,4,3,4,2,4,3,4,2,3,3,2,3,2,4,4,2,4,1,4,1,3,4,4,3,3,3,2,4,2,4,3,5,3,3,3,4,3,3,2,3,2,3,4
18125,3,29,1,1,1,2,US,3,1,5,3,4,1,3,3,4,2,1,5,1,4,1,1,3,3,1,1,1,5,1,5,1,5,1,5,5,5,5,4,5,1,4,4,5,1,2,5,5,1,5,1,5,1,5,5,5,5
18126,3,17,2,1,1,1,GB,2,1,3,2,2,1,3,2,5,4,1,2,5,2,4,2,2,2,2,4,1,4,4,4,1,4,2,4,2,1,2,4,4,4,1,5,2,4,1,4,2,1,1,1,1,4,4,3,4,2
18127,3,39,2,2,1,5,ZA,1,1,5,1,5,1,4,2,5,1,1,3,4,5,3,1,3,1,3,1,1,3,1,4,2,4,1,3,5,4,4,1,5,1,2,1,5,3,5,4,4,3,2,4,5,2,4,3,4,5
18128,3,18,1,2,1,1,US,2,2,4,3,4,2,2,4,3,3,4,3,5,3,4,4,3,2,3,2,1,4,1,5,1,5,1,4,4,4,4,3,5,1,2,2,5,2,4,3,2,1,5,2,5,1,4,2,3,4
18129,3,53,1,2,2,2,US,3,2,5,2,5,3,5,3,3,1,3,5,3,3,1,1,1,1,1,1,1,5,1,5,3,3,2,4,5,5,3,1,4,1,3,1,5,1,3,4,4,3,5,3,5,1,3,4,4,5
18130,3,20,1,2,1,5,US,2,3,3,2,2,1,1,5,1,5,4,3,4,4,1,3,1,1,3,2,1,4,2,5,1,5,1,4,5,5,5,1,5,1,4,1,5,1,5,4,4,3,3,3,5,3,5,3,5,3
18131,3,18,1,2,1,5,US,2,2,2,2,4,2,2,4,4,5,5,3,5,3,5,5,4,4,5,5,1,5,3,5,1,3,1,3,5,5,3,5,4,5,1,5,3,3,5,4,4,2,5,1,3,1,4,2,5,5
18132,4,32,2,1,1,1,IN,4,1,5,1,4,1,5,1,5,1,2,3,1,2,4,4,4,4,3,2,2,5,1,4,1,5,1,5,5,1,3,3,5,3,1,4,1,3,2,3,3,1,5,1,5,1,5,3,5,5
18133,3,37,1,2,1,1,US,3,2,4,1,5,1,5,5,2,1,3,2,3,2,3,2,2,2,2,1,1,5,1,5,3,5,1,5,5,5,4,3,5,1,4,2,5,1,5,3,1,4,3,5,4,2,4,1,3,4
18134,3,22,1,1,1,1,CA,4,2,4,2,4,2,4,4,4,2,4,5,4,4,1,2,4,2,2,1,2,4,4,4,4,5,2,4,4,4,2,2,4,2,4,2,4,3,2,2,5,2,4,3,4,2,4,4,4,4
18135,6,54,1,2,1,5,US,2,3,4,3,3,2,2,5,2,3,1,4,3,5,1,1,2,1,1,1,1,4,1,5,1,4,1,5,4,4,3,3,1,2,3,2,4,1,5,4,4,1,3,1,4,2,4,3,4,3
18136,13,28,1,2,2,1,US,1,3,3,5,3,3,1,5,1,5,5,3,4,1,2,4,2,2,3,4,2,4,2,5,1,5,3,5,5,4,2,1,2,3,2,2,3,3,2,3,3,3,5,4,3,3,3,1,1,3
18137,10,16,1,2,1,1,AU,3,1,5,2,5,1,5,2,5,1,5,2,3,1,5,4,5,5,5,4,4,3,5,3,3,2,3,3,3,4,3,4,2,4,1,1,5,3,4,4,4,1,5,1,4,1,4,4,5,4
18138,3,13,1,2,1,1,AU,3,1,3,3,3,2,3,4,3,3,5,2,5,1,4,5,5,5,5,5,1,5,4,4,1,4,1,4,4,3,2,4,4,5,2,5,1,5,3,3,4,3,5,2,3,2,2,4,5,4
18139,11,18,1,2,2,5,US,2,2,4,3,4,2,3,3,3,3,3,4,3,2,3,2,3,2,3,2,2,4,2,5,2,3,1,4,5,4,5,1,5,1,4,1,5,1,4,4,3,3,4,2,3,2,4,3,4,3
18140,11,19,2,1,2,1,IN,1,5,5,5,2,4,1,2,5,5,2,2,3,2,5,5,4,4,5,3,4,3,3,5,2,4,1,3,5,3,3,4,4,3,1,3,2,4,2,4,3,2,4,1,4,1,4,2,4,4
18141,1,24,2,1,1,1,US,1,1,3,5,5,1,5,1,5,2,3,4,4,3,5,3,3,3,4,2,5,5,1,5,1,5,1,3,5,1,3,5,2,5,1,1,5,5,5,2,4,3,4,5,3,2,5,5,3,3
18142,3,26,1,2,1,1,GB,2,5,2,5,3,4,1,4,2,5,3,3,4,3,2,3,2,2,4,2,2,3,1,4,2,4,3,3,3,2,2,5,4,3,2,5,4,2,2,4,5,1,4,2,3,2,5,4,5,2
18143,11,32,1,2,1,1,US,5,1,4,3,5,1,2,5,4,2,5,2,5,3,5,5,4,4,4,1,4,3,4,4,3,4,2,4,3,5,4,2,5,3,5,4,5,3,4,4,4,2,4,3,3,4,3,2,4,4
18144,3,14,1,2,1,1,US,4,1,4,2,5,1,5,2,3,4,4,4,3,5,2,4,2,3,4,1,1,5,2,5,1,4,1,5,4,4,2,4,3,4,1,4,1,2,3,4,4,2,4,2,4,2,4,3,4,4
18145,3,15,1,2,1,1,GB,2,4,1,4,1,4,1,4,2,5,4,4,4,4,4,3,5,5,4,4,3,4,3,4,2,4,2,4,4,3,3,4,5,4,2,5,4,4,2,3,4,3,4,2,4,2,5,5,5,5
18146,3,19,1,2,1,5,US,5,1,4,1,5,1,5,1,5,2,5,2,4,4,1,2,2,2,3,1,1,5,1,5,1,5,1,4,5,5,3,2,5,1,3,3,4,3,4,5,3,2,5,1,5,1,4,3,4,5
18147,13,32,2,2,2,2,AU,1,3,3,5,3,3,2,5,1,5,5,3,5,5,5,5,5,5,5,3,1,3,1,5,1,5,1,5,5,2,3,3,5,1,3,3,5,4,3,3,3,4,5,5,3,3,4,2,5,3
18148,13,60,2,2,1,1,US,3,4,1,4,3,3,2,2,2,3,5,2,5,2,5,5,4,5,5,4,4,2,4,1,4,2,5,1,1,2,1,5,1,5,2,5,1,5,1,2,3,5,1,5,3,4,2,2,2,5
18149,13,35,1,1,2,1,US,3,5,4,3,4,3,3,4,3,4,3,5,2,4,2,2,2,1,2,1,2,4,3,4,2,4,2,4,4,4,2,5,4,2,1,5,4,3,2,4,3,2,5,2,4,2,4,2,5,5
18150,3,49,1,2,1,3,US,2,2,2,3,2,2,2,4,2,3,4,3,4,1,4,2,2,2,4,5,2,4,3,4,2,4,2,2,3,4,2,3,3,3,2,4,4,4,2,5,5,1,4,1,4,2,4,5,5,4
18151,3,30,1,2,1,5,US,2,2,2,3,3,3,1,5,2,5,5,1,5,1,5,5,3,4,5,5,1,3,1,5,1,5,1,4,5,4,4,5,4,5,1,5,3,2,3,3,4,1,4,2,4,1,4,3,5,3
18152,13,19,1,1,1,1,US,2,3,3,4,3,2,3,4,2,5,4,3,4,2,3,2,4,3,2,3,1,4,1,4,1,4,2,5,4,3,4,3,5,2,4,2,4,2,3,3,4,2,4,1,3,1,4,3,5,4
18153,3,16,1,1,1,2,US,3,3,4,4,3,2,4,4,4,4,4,5,4,4,4,4,2,2,3,1,1,4,2,5,2,4,2,4,5,4,2,5,3,3,2,5,4,4,5,2,5,4,3,2,3,4,2,4,2,3
18154,3,45,1,1,1,1,AU,3,2,4,3,4,2,2,4,3,3,4,2,3,3,4,4,3,3,3,3,1,5,2,5,1,5,4,5,2,4,5,1,5,2,5,1,5,2,4,5,5,2,3,2,5,2,5,4,5,4
18155,13,20,1,2,1,1,US,1,1,2,4,2,1,2,4,2,5,5,3,5,3,3,4,3,3,5,2,1,3,1,5,2,5,3,5,5,3,2,3,4,2,2,3,5,3,4,3,4,4,5,3,4,1,3,3,5,4
18156,3,17,1,2,1,5,US,1,4,2,5,2,2,1,5,2,5,5,1,5,1,1,4,2,4,4,5,4,2,2,1,2,1,2,3,2,3,3,3,4,5,2,3,4,3,2,2,4,2,5,2,3,2,3,4,4,4
18157,1,19,1,2,1,1,US,3,1,5,3,4,1,2,5,3,5,2,3,3,1,1,1,2,1,1,1,1,5,1,5,1,5,1,5,5,5,4,1,5,1,5,1,2,1,2,4,4,1,5,1,5,1,4,2,1,4
18158,12,19,1,1,1,1,JM,3,3,3,3,3,1,1,3,3,3,5,3,3,4,5,5,4,5,5,5,1,5,5,5,1,4,3,5,5,3,3,2,1,3,2,2,4,3,3,3,4,1,5,1,4,1,4,3,5,4
18159,3,45,1,2,1,3,CA,2,1,5,3,5,1,5,2,5,2,3,3,3,3,2,3,5,3,2,3,2,3,2,5,1,5,2,5,5,4,5,2,4,2,3,3,5,1,5,4,4,3,5,4,3,1,3,4,4,5
18160,3,18,1,2,1,5,US,2,2,3,2,3,2,3,4,4,5,2,3,4,1,2,2,3,2,3,2,2,3,2,4,2,4,2,4,3,3,4,3,3,2,4,2,2,3,2,4,2,2,3,2,3,4,4,2,2,2
18161,3,18,1,1,2,1,GB,5,5,5,3,5,5,5,2,5,5,5,5,1,5,4,3,3,5,5,5,5,5,5,5,1,5,1,4,5,1,1,3,5,5,4,1,1,3,1,3,5,1,5,1,5,4,5,5,5,3
18162,3,55,1,2,1,2,US,2,3,4,3,3,2,3,4,3,4,3,3,5,2,3,4,2,3,3,3,1,3,2,5,3,5,3,3,5,3,5,4,5,2,4,3,4,1,4,5,4,2,3,1,4,4,5,3,5,4
18163,3,19,1,2,1,1,US,1,1,4,5,4,1,1,5,3,5,3,3,5,4,2,2,3,3,2,2,1,4,1,5,1,5,1,5,5,5,1,1,5,1,4,1,2,1,1,4,3,2,5,1,5,1,5,3,1,5
18164,3,13,1,2,1,2,US,2,3,4,3,2,3,1,4,2,4,2,3,4,4,1,2,3,2,3,1,2,5,1,4,3,4,1,4,4,5,4,2,3,1,2,3,1,2,2,4,3,1,3,2,4,2,5,2,2,4
18165,3,53,1,1,1,1,US,2,3,3,3,3,2,2,3,3,3,4,2,5,1,4,4,4,4,4,4,1,4,1,5,1,5,3,5,4,4,1,4,4,2,1,4,3,3,1,3,3,2,4,3,4,1,3,2,4,5
18166,13,15,1,2,1,1,US,4,2,3,3,3,3,3,1,2,3,5,2,5,5,4,5,5,5,5,5,1,4,2,3,2,3,3,2,4,4,1,3,4,4,1,1,1,3,1,1,2,5,5,3,3,3,2,1,3,3
18167,3,18,1,2,1,5,US,2,4,3,3,3,4,2,5,1,5,4,3,5,2,4,4,4,3,3,2,1,4,2,4,1,5,2,4,5,3,4,3,4,2,3,2,3,3,4,4,3,3,4,3,2,3,4,2,4,3
18168,3,48,1,2,1,1,US,3,3,5,3,4,2,3,5,2,2,3,3,3,3,1,2,1,1,2,2,2,5,1,5,1,5,1,5,4,4,4,2,5,3,3,3,3,1,3,5,5,3,4,3,4,2,4,4,4,4
18169,3,39,1,2,1,1,US,4,2,4,2,5,2,4,4,2,4,4,2,4,3,2,3,2,2,3,2,2,4,1,4,1,4,2,4,5,4,4,4,3,1,4,2,3,1,4,2,5,1,5,1,4,1,5,5,5,5
18170,3,14,1,2,1,1,US,3,3,4,3,3,3,2,5,3,5,5,3,5,1,3,5,4,3,5,4,1,5,3,5,1,5,3,5,5,3,3,1,5,3,2,1,3,4,4,3,3,3,5,1,3,1,3,2,4,5
18171,13,18,2,2,1,1,GB,3,5,3,3,2,4,2,3,3,3,5,3,5,3,3,5,3,4,3,3,2,3,1,3,3,5,3,3,4,3,4,1,4,4,5,3,5,3,3,3,3,4,4,3,3,4,2,2,3,3
18172,3,21,2,1,1,1,GB,2,4,5,4,4,5,2,5,2,4,2,4,5,1,2,2,4,5,4,5,1,5,3,4,1,4,1,4,2,3,2,2,4,4,1,5,2,4,2,2,4,1,5,1,1,1,4,4,5,1
18173,3,20,1,2,1,1,US,2,3,3,2,2,1,3,1,3,4,4,4,4,3,2,2,4,4,4,2,3,3,3,2,3,5,4,2,3,4,2,5,4,4,1,5,2,2,1,3,3,4,5,2,4,2,2,2,3,4
18174,3,42,2,2,1,1,US,1,2,1,4,1,2,1,5,1,3,2,3,4,2,1,1,1,1,1,1,3,1,3,5,3,5,4,4,5,5,4,1,5,1,5,1,3,1,4,5,5,1,5,1,5,1,5,4,5,5
18175,1,18,1,2,1,4,US,3,2,4,4,3,1,2,3,4,3,4,4,4,3,4,2,2,1,2,2,1,4,3,5,1,4,1,5,5,4,2,5,2,4,2,3,3,3,4,3,4,1,5,1,3,1,2,2,4,5
18176,3,24,2,2,1,2,NO,5,1,5,1,5,1,5,2,5,1,3,2,4,2,2,4,4,3,2,3,2,5,2,5,2,4,1,4,5,4,3,4,4,4,1,4,3,3,2,3,5,1,5,2,5,1,5,4,4,5
18177,3,41,1,2,1,5,AU,2,2,4,4,2,2,2,4,2,5,4,4,5,2,2,3,2,2,4,2,1,4,1,5,2,5,2,4,4,4,4,4,5,1,4,4,4,1,4,4,3,2,2,2,3,4,4,3,4,3
18178,8,20,1,1,1,5,US,2,3,4,4,5,4,4,4,1,2,3,5,3,3,3,3,3,2,4,3,4,4,1,4,4,5,3,2,3,4,4,2,5,1,4,2,4,1,3,3,3,2,3,1,3,2,3,3,4,4
18179,13,60,1,2,1,1,US,3,1,5,1,5,1,5,3,5,2,2,3,5,1,3,3,5,5,3,5,1,5,1,5,1,5,1,5,5,1,4,5,4,3,1,5,3,3,5,5,1,3,1,3,5,1,4,1,5,3
18180,3,18,1,2,1,4,US,2,2,4,4,3,4,2,3,3,3,4,4,4,3,4,3,2,2,2,3,1,5,1,5,2,5,1,5,5,4,2,4,2,4,2,4,3,3,4,3,4,1,5,1,4,1,3,3,5,5
18181,13,17,1,2,3,5,TC,1,5,1,5,2,2,2,5,4,5,4,2,5,2,3,2,2,2,2,4,3,3,2,4,3,3,3,4,3,3,2,4,4,5,1,2,3,2,2,2,3,2,5,2,5,1,4,3,5,5
18182,3,22,2,1,1,2,BR,2,3,3,3,4,3,1,3,4,1,4,2,5,1,1,4,5,5,3,5,4,5,4,5,2,5,1,5,5,3,2,1,3,5,1,3,1,5,2,1,5,1,5,1,4,1,3,5,5,5
18183,13,14,1,2,1,1,GB,4,4,5,2,4,3,5,2,4,1,2,5,4,1,5,5,2,1,3,1,5,4,2,5,1,5,1,4,5,4,1,5,3,5,1,5,4,3,1,3,1,1,2,2,5,1,3,2,2,5
18184,3,39,1,2,1,5,US,3,1,4,3,4,1,3,5,3,4,3,3,4,2,3,2,4,3,3,2,1,3,1,4,4,3,4,2,2,2,2,3,5,3,1,2,4,3,1,5,4,1,3,1,5,2,5,4,5,5
18185,3,18,1,2,2,2,US,3,2,4,3,4,4,5,2,2,4,3,5,4,4,1,2,4,2,2,1,1,5,2,5,2,5,1,4,4,4,4,1,3,1,5,1,5,2,4,4,1,5,2,3,5,4,5,2,3,3
18186,3,22,1,1,1,2,US,4,2,3,2,4,3,4,3,4,4,2,4,4,2,4,4,5,4,4,4,3,1,2,4,3,3,4,1,4,5,2,5,5,5,1,4,2,4,2,3,4,2,5,1,4,1,4,5,4,5
18187,3,20,1,1,1,5,US,3,2,5,2,5,2,3,2,4,3,2,5,3,3,2,2,2,2,2,2,2,5,2,5,2,5,2,4,4,4,4,2,5,2,3,2,3,2,3,3,5,2,4,2,4,2,3,3,5,3
18188,3,69,1,2,1,2,US,1,1,5,2,5,1,3,5,3,2,1,3,4,5,1,1,1,1,1,1,1,5,1,5,1,5,1,5,5,5,4,1,5,1,4,1,5,1,4,5,4,1,3,1,5,1,5,3,4,4
18190,13,21,2,2,1,5,PK,5,2,5,2,3,2,4,2,4,2,2,5,3,4,2,1,1,1,1,2,1,4,1,5,1,5,2,5,4,5,3,2,4,2,3,2,1,2,3,5,3,2,5,2,4,2,5,2,4,4
18191,13,23,1,2,1,1,AU,4,2,4,3,4,3,4,2,1,2,3,4,5,3,2,3,4,3,3,3,1,4,2,4,2,5,1,4,4,4,2,4,4,2,2,3,2,3,2,3,3,1,5,1,4,1,4,3,4,4
18192,3,29,1,2,1,3,US,4,3,5,2,2,3,2,2,3,3,2,2,5,4,2,2,1,1,2,2,5,5,1,5,1,5,1,4,5,5,4,1,5,1,5,5,5,1,5,5,2,1,3,1,3,2,5,3,4,3
18193,13,21,2,1,1,1,IN,3,5,3,5,2,1,1,5,1,5,5,1,5,1,5,5,5,5,5,1,5,5,4,5,1,1,5,3,5,3,2,2,4,4,3,1,1,1,2,5,1,5,1,2,1,5,2,5,5,1
18194,3,38,1,1,2,1,US,3,3,3,3,3,3,2,4,2,4,3,3,3,4,3,2,3,3,2,3,2,3,3,4,2,4,2,3,3,3,4,2,4,2,3,1,4,2,4,4,4,4,2,3,3,3,4,4,4,4
18195,3,38,1,2,1,1,US,4,3,5,1,4,2,4,3,4,1,5,2,5,2,4,4,4,2,4,3,2,3,4,5,2,5,4,5,4,5,3,3,3,2,3,5,4,1,4,3,1,4,4,3,4,2,1,1,5,4
18196,3,20,1,2,1,5,US,3,3,2,4,3,2,4,5,1,5,5,2,5,1,3,3,5,4,5,4,2,5,2,4,1,3,2,5,3,3,5,1,5,1,2,1,5,2,5,4,3,4,2,3,3,4,5,3,5,3
18197,3,53,1,1,1,2,US,2,4,3,2,3,4,2,3,3,4,2,4,4,3,2,2,2,1,2,2,2,3,2,3,2,3,3,4,2,3,3,4,4,2,2,4,2,2,3,5,5,1,4,2,3,2,4,4,4,3
18198,3,42,1,2,1,1,US,4,1,4,3,5,1,5,2,2,4,5,2,5,1,5,5,5,5,5,5,1,5,3,5,2,5,2,5,5,5,4,5,5,4,1,5,5,4,5,4,5,1,5,1,5,1,5,4,5,5
18199,3,37,1,1,1,1,US,2,2,3,4,2,2,2,4,2,3,5,1,4,2,4,5,5,5,4,4,2,4,1,5,1,1,1,4,5,4,3,3,4,2,4,4,5,3,2,4,4,2,3,3,4,1,5,4,4,4
18200,12,18,1,2,1,2,US,3,4,3,4,4,2,2,2,3,2,2,4,4,2,4,2,2,2,4,4,2,5,4,5,3,3,2,3,4,3,2,3,4,3,2,2,3,4,4,4,4,2,4,1,4,2,3,4,4,3
18201,3,18,1,2,1,2,US,5,1,5,1,5,1,5,1,5,1,1,5,2,4,5,1,1,1,2,1,5,5,2,5,1,5,1,3,5,5,4,5,4,4,2,5,4,2,4,4,3,3,5,3,5,1,4,3,2,5
18202,3,48,1,1,2,1,US,5,1,5,1,5,1,5,1,5,1,2,2,5,1,1,2,5,4,4,4,1,5,4,5,1,5,1,5,5,5,4,3,5,3,2,5,4,3,3,2,5,2,5,1,5,1,5,4,5,5
18203,13,16,1,2,1,1,US,3,2,4,5,5,3,3,3,3,4,3,5,5,2,5,4,4,3,4,4,3,5,5,2,3,2,4,4,2,4,3,5,5,3,2,3,4,3,3,3,3,2,4,1,4,2,4,3,4,4
18204,3,16,1,2,1,1,AU,1,1,1,1,5,1,1,3,3,1,4,4,4,1,5,1,5,5,5,5,5,1,5,1,5,1,5,1,1,1,4,3,5,4,1,5,4,5,1,1,1,1,4,1,3,2,5,1,1,5
18205,3,16,1,1,1,1,US,1,3,3,3,3,2,2,3,3,3,4,2,5,2,5,3,3,4,4,5,3,3,1,4,2,4,3,3,4,3,2,2,2,3,2,3,4,4,3,3,3,2,4,2,4,2,3,4,5,5
18206,3,17,1,2,1,5,AU,1,5,1,5,1,5,1,5,1,5,3,3,5,1,2,3,4,3,2,5,1,3,1,4,2,3,3,3,4,1,1,3,3,5,2,3,3,3,3,1,3,3,4,3,2,3,2,3,4,3
18207,3,47,1,2,1,5,US,4,2,4,3,5,1,5,3,2,3,3,3,3,3,4,3,3,2,3,2,1,5,3,5,3,3,1,5,5,5,4,1,1,1,5,1,5,1,3,4,5,1,5,1,5,1,5,5,5,5
18208,3,46,1,2,1,1,GB,2,3,4,4,5,5,5,5,2,3,3,5,3,2,4,5,5,5,4,4,2,5,3,4,2,5,1,5,5,4,4,5,3,3,2,5,5,2,2,3,4,4,4,3,5,1,5,3,5,5
18209,3,21,1,2,1,2,US,1,5,1,5,1,3,1,1,1,5,4,2,5,1,4,4,3,2,3,4,2,4,2,4,2,3,2,2,3,1,5,2,5,1,5,1,5,1,5,5,5,1,4,1,4,2,5,4,5,4
18210,3,17,1,2,1,2,AU,4,2,5,2,5,2,4,1,5,1,2,4,4,3,2,1,4,2,3,2,5,4,2,4,1,5,1,5,5,5,4,4,5,2,4,2,4,2,5,3,3,3,4,2,4,1,4,4,2,5
18211,10,19,2,2,1,2,PH,3,4,5,4,2,3,5,5,5,4,2,5,5,4,4,4,4,2,3,4,5,5,2,5,2,4,4,4,4,4,4,4,4,4,4,5,3,3,4,5,4,4,5,5,4,2,3,4,5,4
18212,13,36,1,1,1,1,US,2,3,3,3,3,2,2,3,3,4,5,3,5,2,3,4,4,4,4,3,2,2,2,3,2,4,2,3,3,2,5,2,4,2,4,1,4,3,5,4,3,4,3,3,3,2,3,2,4,3
18213,3,49,1,2,1,1,US,2,4,4,3,4,4,4,4,4,4,2,4,5,4,2,3,1,1,1,1,1,5,1,5,1,5,1,4,3,4,3,2,5,1,4,1,4,1,4,4,4,2,4,1,4,1,4,3,5,4
18215,3,18,1,2,1,2,US,2,5,2,4,1,4,1,5,1,5,3,3,3,4,1,1,2,1,4,2,2,3,4,3,3,1,2,4,3,2,4,1,5,2,3,1,5,1,5,5,4,3,2,4,4,5,4,4,3,3
18216,3,15,1,1,1,1,US,3,1,5,2,5,1,5,1,5,1,5,3,5,2,4,4,2,2,4,3,1,4,4,3,2,4,1,3,3,4,4,4,5,3,2,4,5,3,2,5,5,2,5,1,5,1,4,4,5,4
18217,11,22,2,1,1,1,NL,4,1,3,4,4,2,2,2,5,5,2,5,4,2,2,4,3,2,1,4,1,5,1,5,2,4,2,4,5,5,2,1,4,4,1,2,4,2,3,5,5,2,5,1,4,1,4,4,5,4
18218,3,55,1,2,1,5,US,1,3,4,4,5,2,5,5,2,2,3,5,2,2,2,3,4,3,3,3,1,5,1,5,2,5,1,5,3,5,2,5,2,3,1,4,1,4,1,1,5,1,5,1,5,1,5,5,5,5
18219,3,18,1,1,1,1,US,1,4,2,5,1,4,1,5,1,4,5,2,5,1,1,5,5,5,5,4,3,2,3,4,4,3,4,4,3,3,2,4,5,5,2,2,4,3,2,3,3,3,5,3,2,1,4,3,1,2
18220,11,31,2,1,1,1,ID,2,2,4,4,4,2,5,2,4,1,2,4,2,3,2,2,1,2,1,2,1,5,2,4,2,4,1,4,5,5,4,2,4,2,4,3,4,1,4,5,4,2,4,2,4,1,4,2,4,5
18221,11,17,1,2,1,1,PH,4,4,4,4,3,4,4,4,3,3,3,4,4,3,4,2,3,3,2,3,5,4,3,5,3,4,2,4,4,4,4,1,4,3,4,4,4,4,5,4,4,3,4,3,4,2,4,3,3,3
18222,3,23,1,2,1,1,US,4,2,5,2,5,2,4,2,5,2,4,4,5,4,2,2,5,5,3,2,1,4,2,4,1,5,1,4,5,4,4,2,4,3,2,2,5,3,4,4,4,1,5,2,4,1,4,5,5,4
18223,11,24,2,2,1,1,US,4,2,5,4,5,1,5,4,4,3,3,4,2,3,3,3,2,2,2,2,4,5,1,5,2,5,2,4,5,5,2,4,1,2,3,2,5,2,3,4,4,3,4,2,4,2,3,4,4,4
18224,4,18,1,1,1,5,US,3,3,5,3,3,3,5,5,3,4,3,4,5,3,3,3,2,2,3,2,2,4,5,4,2,3,2,4,3,4,4,1,5,3,3,2,4,3,3,3,5,1,5,1,5,1,5,5,5,5
18225,5,18,1,2,1,5,US,5,1,5,1,5,1,5,1,5,1,4,5,5,3,4,3,3,2,3,2,5,5,3,5,1,5,1,5,5,5,3,3,5,5,5,4,3,2,3,2,3,3,5,3,4,2,4,3,4,5
18226,3,33,1,2,1,2,US,4,1,5,1,5,1,5,4,4,1,1,5,2,5,2,1,1,1,1,1,1,5,1,5,1,5,1,5,5,5,5,1,5,1,5,1,5,1,4,5,4,1,5,1,5,1,4,4,5,5
